# These data have not received director's approval and as such are provisional and are subject to revision. The data are released on the conditions that neither the USGS nor the United States Government may be held liable for any damages resulting from its use.,,,,,,,,,,
#,,,,,,,,,,
#SITE_ABB: A text abbreviation of the site name primarily for use within the National Water Quality Program,,,,,,,,,,
#SITE_QW_ID: Unique USGS station number indicating location where water-quality samples are collected (Note that opening this file in Excel may cause leading zeros to be dropped from this field unless imported into an open worksheet and changing columns A and B to text),,,,,,,,,,
#SITE_FLOW_ID: Typically a unique USGS station number indicating location where streamflow data is recorded. In some instances these data are obtained from outside sources--in those cases the site number used by that entity is displayed, if no site number is available an abbreviated indicator of the collecting agency is displayed  (Note that opening this file in Excel may cause leading zeros to be dropped from this field unless imported into an open worksheet and changing columns A and B to text) ,,,,,,,,,
#CONSTIT: A character abbreviation indicative of the water-quality constituent being reported. Values include NO3_NO2: nitrate plus nitrite, filtered as N; TN: total nitrogen as N; TP: total phosphorus as P; SSC: suspended-sediment concentration; NH3: ammonia, filtered as N; OP: orthophosphate, filtered, as P; TKN: total Kjeldahl nitrogen, as N; SI: silica, filtered, as SiO2,,,
#WY: A numeric identifier of the water year in which data were recorded.  A water year is defined as the 12-month period October 1, for any given year through September 30, of the following year. The water year is designated by the calendar year in which it ends.,,,,,,,,
#MODTYPE: A character indicator of the type of model used to compute water-quality loads. Values include COMP indicating the composite method; CONTIN indicating loads were computed through the use of continuous nitrate data; DAILY indicating data were computed using daily values (SSC only); REG indicating models were computed using regression methods described in the technical information portion of the website using a 5-year moving window; REG_2; REG_3; REG_4 indicating models were computed using regression methods described in the technical information portion of the website but with a 2 3 or 4-year moving windows (respectively) as opposed to a 5-year moving window; REG_PRELIM indicating that a model was developed using data collecting during the initial 2-4 years in which a site was sampled; models at these sites will continue to be updated until 5 years of data are collected; and REGHIST indicating that models were computed according to procedures described in Aulenbach and others (2007),,,,,,,,,,
#TONS: Annual water-quality load measured in tons,,,,,,,,,,
#TONS_L95: Lower 95 percent confidence interval about the annual water-quality load measured in tons. NA values indicate that confidence intervals were not computed.,,,,,,,,,,
#TONS_U95: Upper 95 percent confidence interval about the annual water-quality load measured in tons. NA values indicate that confidence intervals were not computed.,,,,,,,,,,
#FWC: Flow-weighted constituent concentration in milligrams per liter per year,,,,,,,,,,
#YIELD: Water-quality constituent yield; in tons per square mile; defined as the load divided by the upstream drainage area of the water-quality site.  Yields are not computed (and are listed as NA) for Mississippi and Atchafalaya River sites downstream from the Old River diversion.,,,,,,,,,,
SITE_ABB,SITE_QW_ID,SITE_FLOW_ID,CONSTIT,WY,MODTYPE,TONS,TONS_L95,TONS_U95,FWC,YIELD
OMAH,6610000,6610000,OP,2015,REG,1650,1330,2040,0.0489,0.00511
OMAH,6610000,6610000,OP,2016,REG,1990,1500,2600,0.0552,0.00616
OMAH,6610000,6610000,SI,1978,REGHIST,321000,292000,353000,9.01,0.994
OMAH,6610000,6610000,SI,1979,REGHIST,346000,322000,371000,8.26,1.07
OMAH,6610000,6610000,SI,1980,REGHIST,280000,264000,296000,8.24,0.867
OMAH,6610000,6610000,SI,1981,REGHIST,238000,221000,256000,7.92,0.737
OMAH,6610000,6610000,SI,1982,REGHIST,222000,200000,247000,7.42,0.688
OMAH,6610000,6610000,SI,1983,REGHIST,374000,346000,403000,8.41,1.16
OMAH,6610000,6610000,SI,1984,REGHIST,490000,423000,565000,10.8,1.52
OMAH,6610000,6610000,SI,1985,REGHIST,369000,329000,412000,9.73,1.14
OMAH,6610000,6610000,SI,1986,REGHIST,420000,379000,464000,10.5,1.3
OMAH,6610000,6610000,SI,1996,REGHIST,398000,358000,442000,7.83,1.23
OMAH,6610000,6610000,SI,1997,REGHIST,534000,496000,573000,8.73,1.65
OMAH,6610000,6610000,SI,1998,REGHIST,410000,381000,441000,9.48,1.27
OMAH,6610000,6610000,SI,1999,REGHIST,385000,359000,413000,8.77,1.19
OMAH,6610000,6610000,SI,2000,REGHIST,274000,249000,301000,7.75,0.849
OMAH,6610000,6610000,SI,2001,REGHIST,282000,263000,302000,9.3,0.874
OMAH,6610000,6610000,SI,2002,REGHIST,230000,212000,249000,8.9,0.713
OMAH,6610000,6610000,SI,2003,REGHIST,227000,213000,242000,8.65,0.703
OMAH,6610000,6610000,SI,2004,REGHIST,229000,206000,253000,8.59,0.709
OMAH,6610000,6610000,SI,2005,REGHIST,236000,213000,260000,10.2,0.731
OMAH,6610000,6610000,SI,2006,REGHIST,249000,232000,266000,10.4,0.771
OMAH,6610000,6610000,SI,2007,REGHIST,275000,254000,296000,11.2,0.852
OMAH,6610000,6610000,SI,2008,REGHIST,275000,252000,300000,11.3,0.852
OMAH,6610000,6610000,SI,2009,REGHIST,280000,265000,296000,10.6,0.867
OMAH,6610000,6610000,SI,2010,REGHIST,519000,457000,588000,11.5,1.61
OMAH,6610000,6610000,SI,2011,REGHIST,722000,619000,837000,8.5,2.24
OMAH,6610000,6610000,SI,2012,REGHIST,323000,283000,367000,8.83,1
OMAH,6610000,6610000,SI,2013,REG,267000,240000,295000,9.72,0.827
OMAH,6610000,6610000,SI,2014,REG,269000,237000,304000,8.53,0.833
OMAH,6610000,6610000,SI,2015,REG,285000,264000,308000,8.45,0.883
OMAH,6610000,6610000,SI,2016,REG,392000,354000,434000,10.9,1.21
OMAH,6610000,6610000,SSC,1970,DAILY,20900000,NA,NA,617,64.7
OMAH,6610000,6610000,SSC,1971,DAILY,27900000,NA,NA,705,86.4
OMAH,6610000,6610000,SSC,1972,DAILY,24600000,NA,NA,589,76.2
OMAH,6610000,6610000,SSC,1973,DAILY,28500000,NA,NA,822,88.3
OMAH,6610000,6610000,SSC,1974,DAILY,20300000,NA,NA,685,62.9
OMAH,6610000,6610000,SSC,1975,DAILY,24700000,NA,NA,656,76.5
OMAH,6610000,6610000,SSC,1976,DAILY,21600000,NA,NA,533,66.9
OMAH,6610000,6610000,SSC,1993,DAILY,28200000,NA,NA,786,87.4
OMAH,6610000,6610000,SSC,1994,DAILY,16200000,NA,NA,465,50.2
OMAH,6610000,6610000,SSC,1995,DAILY,17400000,NA,NA,422,53.9
OMAH,6610000,6610000,SSC,1996,DAILY,28200000,NA,NA,555,87.4
OMAH,6610000,6610000,SSC,1997,DAILY,32500000,NA,NA,531,101
OMAH,6610000,6610000,SSC,1998,DAILY,23000000,NA,NA,532,71.3
OMAH,6610000,6610000,SSC,1999,DAILY,17400000,NA,NA,396,53.9
OMAH,6610000,6610000,SSC,2000,DAILY,9750000,NA,NA,276,30.2
OMAH,6610000,6610000,SSC,2001,DAILY,15900000,NA,NA,524,49.3
OMAH,6610000,6610000,SSC,2002,DAILY,6760000,NA,NA,262,20.9
OMAH,6610000,6610000,SSC,2003,DAILY,9850000,NA,NA,375,30.5
OMAH,6610000,6610000,SSC,2004,REG,9300000,8250000,10400000,349,28.8
OMAH,6610000,6610000,SSC,2005,REG,7260000,6220000,8420000,314,22.5
OMAH,6610000,6610000,SSC,2006,REG,6250000,5210000,7450000,261,19.4
OMAH,6610000,6610000,SSC,2007,REG,11100000,8440000,14400000,454,34.4
OMAH,6610000,6610000,SSC,2008,REG,12900000,9490000,17100000,530,40
OMAH,6610000,6610000,SSC,2009,DAILY,9210000,NA,NA,347,28.5
OMAH,6610000,6610000,SSC,2010,DAILY,21100000,NA,NA,467,65.4
OMAH,6610000,6610000,SSC,2011,DAILY,32600000,NA,NA,384,101
OMAH,6610000,6610000,SSC,2012,DAILY,7070000,NA,NA,193,21.9
OMAH,6610000,6610000,SSC,2013,DAILY,7100000,NA,NA,259,22
OMAH,6610000,6610000,SSC,2014,DAILY,10600000,NA,NA,336,32.8
OMAH,6610000,6610000,SSC,2015,DAILY,9530000,NA,NA,283,29.5
OMAH,6610000,6610000,TKN,1978,REGHIST,24800,18600,32400,0.696,0.0768
OMAH,6610000,6610000,TKN,1979,REGHIST,46300,35500,59300,1.11,0.143
OMAH,6610000,6610000,TKN,1980,REGHIST,40500,34100,47700,1.19,0.125
OMAH,6610000,6610000,TKN,1981,REGHIST,48200,38600,59400,1.6,0.149
OMAH,6610000,6610000,TKN,1982,REGHIST,72200,51600,98400,2.41,0.224
OMAH,6610000,6610000,TKN,1983,REGHIST,98500,62400,148000,2.22,0.305
OMAH,6610000,6610000,TKN,1984,REGHIST,62600,38800,95600,1.37,0.194
OMAH,6610000,6610000,TKN,1985,REGHIST,67000,51700,85300,1.77,0.208
OMAH,6610000,6610000,TKN,1986,REGHIST,40000,26700,57800,1,0.124
OMAH,6610000,6610000,TKN,1996,REGHIST,42200,35600,49700,0.83,0.131
OMAH,6610000,6610000,TKN,1997,REGHIST,57300,45900,70500,0.936,0.178
OMAH,6610000,6610000,TKN,1998,REGHIST,32300,27300,37900,0.747,0.1
OMAH,6610000,6610000,TKN,1999,REGHIST,34300,29500,39600,0.781,0.106
OMAH,6610000,6610000,TKN,2000,REGHIST,24700,20700,29200,0.699,0.0765
OMAH,6610000,6610000,TKN,2001,REGHIST,38300,28900,49900,1.26,0.119
OMAH,6610000,6610000,TKN,2002,REGHIST,26100,20300,33200,1.01,0.0809
OMAH,6610000,6610000,TKN,2003,REGHIST,25700,19400,33500,0.979,0.0796
OMAH,6610000,6610000,TKN,2004,REGHIST,27500,20600,35900,1.03,0.0852
OMAH,6610000,6610000,TKN,2005,REGHIST,22400,18900,26300,0.969,0.0694
OMAH,6610000,6610000,TKN,2006,REGHIST,22300,19300,25600,0.932,0.0691
OMAH,6610000,6610000,TKN,2007,REGHIST,37500,28600,48200,1.53,0.116
OMAH,6610000,6610000,TKN,2008,REGHIST,31100,25700,37300,1.28,0.0963
OMAH,6610000,6610000,TKN,2009,REGHIST,31700,27400,36400,1.2,0.0982
OMAH,6610000,6610000,TKN,2010,REGHIST,58200,43400,76400,1.29,0.18
OMAH,6610000,6610000,TKN,2011,REGHIST,69300,52600,89600,0.815,0.215
OMAH,6610000,6610000,TKN,2012,REGHIST,25500,20800,30800,0.697,0.079
OMAH,6610000,6610000,TKN,2013,REG,23600,20400,27300,0.859,0.0731
OMAH,6610000,6610000,TKN,2014,REG,28600,24400,33400,0.907,0.0886
OMAH,6610000,6610000,TKN,2015,REG,27200,24100,30700,0.807,0.0843
OMAH,6610000,6610000,TKN,2016,REG,32700,28500,37400,0.908,0.101
OMAH,6610000,6610000,TN,1978,REGHIST,52600,38100,74200,1.48,0.163
OMAH,6610000,6610000,TN,1979,REGHIST,91800,64400,137000,2.19,0.284
OMAH,6610000,6610000,TN,1980,REGHIST,65200,53200,81400,1.92,0.202
OMAH,6610000,6610000,TN,1981,REGHIST,66700,54500,82400,2.22,0.207
OMAH,6610000,6610000,TN,1982,REGHIST,91400,69300,120000,3.06,0.283
OMAH,6610000,6610000,TN,1983,REGHIST,242000,122000,543000,5.44,0.75
OMAH,6610000,6610000,TN,1984,REGHIST,165000,98900,284000,3.62,0.511
OMAH,6610000,6610000,TN,1985,REGHIST,124000,86600,190000,3.27,0.384
OMAH,6610000,6610000,TN,1986,REGHIST,110000,82400,147000,2.76,0.341
OMAH,6610000,6610000,TN,1996,REGHIST,76700,64500,91900,1.51,0.238
OMAH,6610000,6610000,TN,1997,REGHIST,134000,111000,161000,2.19,0.415
OMAH,6610000,6610000,TN,1998,REGHIST,84700,71600,100000,1.96,0.262
OMAH,6610000,6610000,TN,1999,REGHIST,72200,62600,83500,1.64,0.224
OMAH,6610000,6610000,TN,2000,REGHIST,38900,33200,45600,1.1,0.121
OMAH,6610000,6610000,TN,2001,REGHIST,68500,56700,82900,2.26,0.212
OMAH,6610000,6610000,TN,2002,REGHIST,46100,37700,56500,1.78,0.143
OMAH,6610000,6610000,TN,2003,REGHIST,50800,40500,64000,1.94,0.157
OMAH,6610000,6610000,TN,2004,REGHIST,54000,43000,68100,2.03,0.167
OMAH,6610000,6610000,TN,2005,REGHIST,53300,43600,65400,2.31,0.165
OMAH,6610000,6610000,TN,2006,REGHIST,59200,46700,75800,2.47,0.183
OMAH,6610000,6610000,TN,2007,REGHIST,88100,67400,116000,3.6,0.273
OMAH,6610000,6610000,TN,2008,REGHIST,90100,69900,117000,3.7,0.279
OMAH,6610000,6610000,TN,2009,REGHIST,78900,67200,92800,2.98,0.244
OMAH,6610000,6610000,TN,2010,REGHIST,170000,126000,231000,3.77,0.527
OMAH,6610000,6610000,TN,2011,REGHIST,165000,136000,202000,1.94,0.511
OMAH,6610000,6610000,TN,2012,REGHIST,49000,41900,57300,1.34,0.152
OMAH,6610000,6610000,TN,2013,REG,43900,37100,52200,1.6,0.136
OMAH,6610000,6610000,TN,2014,REG,50000,37700,65000,1.59,0.155
OMAH,6610000,6610000,TN,2015,REG,74200,57800,93900,2.2,0.23
OMAH,6610000,6610000,TN,2016,REG,163000,123000,212000,4.52,0.505
OMAH,6610000,6610000,TP,1978,REGHIST,5370,2860,9210,0.151,0.0166
OMAH,6610000,6610000,TP,1979,REGHIST,11800,6270,20300,0.282,0.0366
OMAH,6610000,6610000,TP,1980,REGHIST,7960,5340,11400,0.234,0.0247
OMAH,6610000,6610000,TP,1981,REGHIST,9410,5620,14800,0.313,0.0292
OMAH,6610000,6610000,TP,1982,REGHIST,14600,6850,27400,0.488,0.0452
OMAH,6610000,6610000,TP,1983,REGHIST,37700,14400,81200,0.848,0.117
OMAH,6610000,6610000,TP,1984,REGHIST,23700,12000,42000,0.52,0.0734
OMAH,6610000,6610000,TP,1985,REGHIST,14300,8720,22100,0.377,0.0443
OMAH,6610000,6610000,TP,1986,REGHIST,16400,9410,26800,0.412,0.0508
OMAH,6610000,6610000,TP,1996,REGHIST,7980,5780,10700,0.157,0.0247
OMAH,6610000,6610000,TP,1997,REGHIST,15100,11200,19900,0.247,0.0468
OMAH,6610000,6610000,TP,1998,REGHIST,8130,6440,10100,0.188,0.0252
OMAH,6610000,6610000,TP,1999,REGHIST,10600,8370,13300,0.241,0.0328
OMAH,6610000,6610000,TP,2000,REGHIST,8120,6000,10800,0.23,0.0252
OMAH,6610000,6610000,TP,2001,REGHIST,13500,9340,19000,0.445,0.0418
OMAH,6610000,6610000,TP,2002,REGHIST,8430,6200,11200,0.326,0.0261
OMAH,6610000,6610000,TP,2003,REGHIST,7550,5350,10300,0.288,0.0234
OMAH,6610000,6610000,TP,2004,REGHIST,8750,6130,12100,0.328,0.0271
OMAH,6610000,6610000,TP,2005,REGHIST,6460,5280,7820,0.279,0.02
OMAH,6610000,6610000,TP,2006,REGHIST,6360,5390,7460,0.266,0.0197
OMAH,6610000,6610000,TP,2007,REGHIST,10600,7780,14200,0.433,0.0328
OMAH,6610000,6610000,TP,2008,REGHIST,8680,7120,10500,0.357,0.0269
OMAH,6610000,6610000,TP,2009,REGHIST,9400,8010,11000,0.355,0.0291
OMAH,6610000,6610000,TP,2010,REGHIST,19100,14000,25500,0.423,0.0592
OMAH,6610000,6610000,TP,2011,REGHIST,29600,22500,38200,0.348,0.0917
OMAH,6610000,6610000,TP,2012,REGHIST,7320,5880,9020,0.2,0.0227
OMAH,6610000,6610000,TP,2013,REG,7820,6500,9330,0.285,0.0242
OMAH,6610000,6610000,TP,2014,REG,9800,7940,12000,0.311,0.0304
OMAH,6610000,6610000,TP,2015,REG,9570,8150,11200,0.284,0.0296
OMAH,6610000,6610000,TP,2016,REG,11700,9580,14100,0.325,0.0362
DENV,6713500,6713500,NH3,2001,REG,1.69,1.15,2.4,0.0373,0.00412
DENV,6713500,6713500,NH3,2002,REG,0.805,0.542,1.16,0.0408,0.00196
DENV,6713500,6713500,NH3,2003,REG,0.996,0.598,1.61,0.03,0.00243
DENV,6713500,6713500,NH3,2004,REG,0.847,0.484,1.39,0.0305,0.00207
DENV,6713500,6713500,NH3,2005,REG,1.87,1.32,2.58,0.0428,0.00456
DENV,6713500,6713500,NH3,2006,REG,0.947,0.65,1.54,0.0354,0.00231
DENV,6713500,6713500,NH3,2007,REG,2.58,1.81,3.58,0.047,0.00629
DENV,6713500,6713500,NH3,2009,REG_4,1.23,0.845,1.74,0.0232,0.003
DENV,6713500,6713500,NH3,2011,REG_3,3.15,2.12,4.55,0.0898,0.00768
DENV,6713500,6713500,NH3,2013,REG_3,1.39,1.01,1.88,0.045,0.00339
DENV,6713500,6713500,NH3,2014,REG_3,1.72,1.31,2.21,0.0492,0.0042
DENV,6713500,6713500,NH3,2015,REG_4,2.42,1.73,3.31,0.0406,0.0059
DENV,6713500,6713500,NH3,2016,REG_4,1.17,0.908,1.49,0.0252,0.00285
DENV,6713500,6713500,NO3_NO2,1993,REG_3,52.6,43.5,63,2.51,0.128
DENV,6713500,6713500,NO3_NO2,1994,REG_3,51.4,47.5,55.6,2.66,0.125
DENV,6713500,6713500,NO3_NO2,1995,REG_3,49.9,42.9,57.7,1.35,0.122
DENV,6713500,6713500,NO3_NO2,2001,REG,50,44.3,56.3,1.1,0.122
DENV,6713500,6713500,NO3_NO2,2002,REG,35.4,33.5,37.4,1.8,0.0863
DENV,6713500,6713500,NO3_NO2,2003,REG,34.5,31.7,37.5,1.04,0.0841
DENV,6713500,6713500,NO3_NO2,2004,REG,37.1,34.8,39.6,1.34,0.0905
DENV,6713500,6713500,NO3_NO2,2005,REG,50,44.6,55.9,1.15,0.122
DENV,6713500,6713500,NO3_NO2,2006,REG,35.3,32,38.8,1.32,0.0861
DENV,6713500,6713500,NO3_NO2,2007,REG,72.7,65.5,80.4,1.32,0.177
DENV,6713500,6713500,NO3_NO2,2009,REG_4,44.9,40.2,50,0.847,0.11
DENV,6713500,6713500,NO3_NO2,2011,REG_3,36.3,32.4,40.5,1.03,0.0885
DENV,6713500,6713500,NO3_NO2,2013,REG_3,29.6,27.9,31.3,0.959,0.0722
DENV,6713500,6713500,NO3_NO2,2014,REG_3,33.8,31.5,36.3,0.967,0.0824
DENV,6713500,6713500,NO3_NO2,2015,REG_4,45.8,44.7,47,0.769,0.112
DENV,6713500,6713500,NO3_NO2,2016,REG_4,45.7,44.6,46.8,0.983,0.111
DENV,6713500,6713500,OP,2001,REG,5.69,5.51,5.87,0.126,0.0139
DENV,6713500,6713500,OP,2002,REG,2.67,2.59,2.75,0.135,0.00651
DENV,6713500,6713500,OP,2003,REG,2.92,2.82,3.03,0.088,0.00712
DENV,6713500,6713500,OP,2004,REG,3.17,3.06,3.29,0.114,0.00773
DENV,6713500,6713500,OP,2005,REG,5.73,5.55,5.91,0.131,0.014
DENV,6713500,6713500,OP,2006,REG,3.82,3.69,3.97,0.143,0.00932
DENV,6713500,6713500,OP,2007,REG,6.08,5.88,6.29,0.111,0.0148
DENV,6713500,6713500,OP,2009,REG_4,3.33,3.14,3.53,0.0628,0.00812
DENV,6713500,6713500,OP,2011,REG_3,2.33,2.19,2.48,0.0664,0.00568
DENV,6713500,6713500,OP,2013,REG_3,2.83,2.28,3.46,0.0917,0.0069
DENV,6713500,6713500,OP,2014,REG_3,2.73,2.61,2.85,0.0781,0.00666
DENV,6713500,6713500,OP,2015,REG_4,4.65,4.41,4.9,0.0781,0.0113
DENV,6713500,6713500,OP,2016,REG_4,3.81,3.65,3.98,0.0819,0.00929
DENV,6713500,6713500,SSC,1993,REG_3,3900,662,13100,186,9.51
DENV,6713500,6713500,SSC,1994,REG_3,7310,1890,22900,379,17.8
DENV,6713500,6713500,SSC,1995,REG_3,15200,4800,36700,413,37.1
DENV,6713500,6713500,SSC,2002,REG,401,266,583,20.3,0.978
DENV,6713500,6713500,SSC,2003,REG,1430,684,2780,43.1,3.49
DENV,6713500,6713500,SSC,2004,REG,11800,15.7,76800,425,28.8
DENV,6713500,6713500,SSC,2005,REG,1710,1010,2720,39.2,4.17
DENV,6713500,6713500,SSC,2007,REG_4,2400,1370,3950,43.7,5.85
DENV,6713500,6713500,SSC,2009,REG_3,3610,2380,5310,68.1,8.8
DENV,6713500,6713500,SSC,2011,REG_3,3740,1280,8680,107,9.12
DENV,6713500,6713500,SSC,2013,REG_3,3530,998,9090,114,8.61
DENV,6713500,6713500,SSC,2014,REG_3,3910,1530,8300,112,9.54
DENV,6713500,6713500,SSC,2015,REG_4,9590,6450,13700,161,23.4
DENV,6713500,6713500,SSC,2016,REG_4,3830,2420,5770,82.4,9.34
DENV,6713500,6713500,TN,1993,REG_3,54.7,43.7,67.8,2.61,0.133
DENV,6713500,6713500,TN,1994,REG_3,84.7,73.5,97.2,4.39,0.207
DENV,6713500,6713500,TN,1995,REG_3,91.9,73.5,114,2.49,0.224
DENV,6713500,6713500,TN,2001,REG_3,93.1,67,126,2.06,0.227
DENV,6713500,6713500,TN,2002,REG_3,46.6,43.3,50,2.36,0.114
DENV,6713500,6713500,TN,2003,REG_3,60.4,50.7,71.5,1.82,0.147
DENV,6713500,6713500,TN,2013,REG_PRELIM,51.5,49.2,53.8,1.67,0.126
DENV,6713500,6713500,TN,2014,REG_PRELIM,57.8,56.1,59.4,1.65,0.141
DENV,6713500,6713500,TN,2015,REG_PRELIM,92,88.7,95.4,1.54,0.224
DENV,6713500,6713500,TN,2016,REG_PRELIM,77.4,75.5,79.3,1.66,0.189
DENV,6713500,6713500,TP,1993,REG_3,7.15,5.13,9.73,0.341,0.0174
DENV,6713500,6713500,TP,1994,REG_3,9.37,7.6,11.5,0.485,0.0229
DENV,6713500,6713500,TP,1995,REG_3,12,8.55,16.4,0.326,0.0293
DENV,6713500,6713500,TP,2001,REG,11.8,8.83,15.4,0.261,0.0288
DENV,6713500,6713500,TP,2002,REG,5.21,4.49,6.02,0.264,0.0127
DENV,6713500,6713500,TP,2003,REG,6.64,5.23,8.35,0.2,0.0162
DENV,6713500,6713500,TP,2004,REG,5.34,4.34,6.52,0.193,0.013
DENV,6713500,6713500,TP,2005,REG,8.53,6.65,10.8,0.195,0.0208
DENV,6713500,6713500,TP,2006,REG,5.51,4.43,6.83,0.206,0.0134
DENV,6713500,6713500,TP,2007,REG,10.7,8.93,12.8,0.195,0.0261
DENV,6713500,6713500,TP,2009,REG_4,6.69,6.07,7.35,0.126,0.0163
DENV,6713500,6713500,TP,2011,REG_3,6.74,5.4,8.33,0.192,0.0164
DENV,6713500,6713500,TP,2013,REG_3,4.28,3.28,5.5,0.139,0.0104
DENV,6713500,6713500,TP,2014,REG_3,5.89,5.11,6.75,0.169,0.0144
DENV,6713500,6713500,TP,2015,REG_4,11.8,11,12.7,0.198,0.0288
DENV,6713500,6713500,TP,2016,REG_4,7.07,6.72,7.44,0.152,0.0172
KERS,6754000,6754000,NH3,1993,REG,516,359,720,0.673,0.0534
KERS,6754000,6754000,NH3,1994,REG,428,321,560,0.684,0.0443
KERS,6754000,6754000,NH3,1995,REG,428,343,528,0.183,0.0443
KERS,6754000,6754000,NH3,1996,REG,353,265,461,0.36,0.0365
KERS,6754000,6754000,NH3,1997,REG,334,231,467,0.2,0.0346
KERS,6754000,6754000,NH3,1998,REG,520,427,627,0.403,0.0538
KERS,6754000,6754000,NH3,1999,REG,604,450,794,0.332,0.0625
KERS,6754000,6754000,NH3,2000,REG,437,318,585,0.555,0.0452
KERS,6754000,6754000,NH3,2001,REG,538,354,786,0.787,0.0557
KERS,6754000,6754000,NH3,2002,REG,454,310,643,1.17,0.047
KERS,6754000,6754000,NH3,2003,REG,478,320,688,0.788,0.0495
KERS,6754000,6754000,NH3,2004,REG,529,324,815,1.03,0.0548
KERS,6754000,6754000,NH3,2005,REG,452,295,663,0.534,0.0468
KERS,6754000,6754000,NH3,2006,REG,415,243,664,0.895,0.043
KERS,6754000,6754000,NH3,2010,REG_3,150,72.5,275,0.115,0.0155
KERS,6754000,6754000,NH3,2015,REG_3,168,93.4,278,0.0627,0.0174
KERS,6754000,6754000,NH3,2016,REG_4,132,98.1,173,0.0899,0.0137
KERS,6754000,6754000,NO3_NO2,1993,REG,4000,3780,4240,5.22,0.414
KERS,6754000,6754000,NO3_NO2,1994,REG,3670,3460,3900,5.87,0.38
KERS,6754000,6754000,NO3_NO2,1995,REG,5180,4850,5520,2.21,0.536
KERS,6754000,6754000,NO3_NO2,1996,REG,4320,4080,4560,4.41,0.447
KERS,6754000,6754000,NO3_NO2,1997,REG,4960,4680,5260,2.97,0.513
KERS,6754000,6754000,NO3_NO2,1998,REG,5960,5500,6460,4.62,0.617
KERS,6754000,6754000,NO3_NO2,1999,REG,6850,6300,7430,3.76,0.709
KERS,6754000,6754000,NO3_NO2,2000,REG,4950,4670,5240,6.29,0.512
KERS,6754000,6754000,NO3_NO2,2001,REG,3990,3780,4210,5.83,0.413
KERS,6754000,6754000,NO3_NO2,2002,REG,2830,2720,2940,7.28,0.293
KERS,6754000,6754000,NO3_NO2,2003,REG,3180,3040,3330,5.24,0.329
KERS,6754000,6754000,NO3_NO2,2004,REG,2980,2810,3160,5.8,0.308
KERS,6754000,6754000,NO3_NO2,2005,REG,4220,4010,4450,4.98,0.437
KERS,6754000,6754000,NO3_NO2,2006,REG,2890,2800,2990,6.23,0.299
KERS,6754000,6754000,NO3_NO2,2010,REG_3,4540,4260,4840,3.48,0.47
KERS,6754000,6754000,NO3_NO2,2015,REG_3,4910,4580,5260,1.83,0.508
KERS,6754000,6754000,NO3_NO2,2016,REG_4,3950,3720,4190,2.69,0.409
KERS,6754000,6754000,OP,1997,REG,562,481,653,0.336,0.0582
KERS,6754000,6754000,OP,1998,REG,604,516,703,0.468,0.0625
KERS,6754000,6754000,OP,1999,REG,630,567,697,0.346,0.0652
KERS,6754000,6754000,OP,2000,REG,447,401,497,0.568,0.0463
KERS,6754000,6754000,OP,2001,REG,391,348,437,0.572,0.0405
KERS,6754000,6754000,OP,2002,REG,319,276,367,0.82,0.033
KERS,6754000,6754000,OP,2003,REG,417,360,482,0.688,0.0432
KERS,6754000,6754000,OP,2004,REG,334,283,392,0.65,0.0346
KERS,6754000,6754000,OP,2005,REG,479,429,532,0.565,0.0496
KERS,6754000,6754000,OP,2006,REG,340,307,375,0.733,0.0352
KERS,6754000,6754000,OP,2010,REG_3,596,533,664,0.457,0.0617
KERS,6754000,6754000,OP,2015,REG_3,728,661,800,0.272,0.0754
KERS,6754000,6754000,OP,2016,REG_4,443,396,495,0.302,0.0459
KERS,6754000,6754000,SI,1993,REG,7590,6850,8390,9.9,0.786
KERS,6754000,6754000,SI,1994,REG,6520,6170,6890,10.4,0.675
KERS,6754000,6754000,SI,1995,REG,22100,19900,24600,9.45,2.29
KERS,6754000,6754000,SI,1997,REG,15500,14100,16900,9.27,1.6
KERS,6754000,6754000,SI,1998,REG,12500,11800,13200,9.69,1.29
KERS,6754000,6754000,SI,1999,REG,18500,16500,20600,10.2,1.91
KERS,6754000,6754000,SI,2000,REG,7710,7170,8270,9.79,0.798
KERS,6754000,6754000,SI,2001,REG,6880,6630,7130,10.1,0.712
KERS,6754000,6754000,SSC,1993,REG,82600,57000,116000,108,8.55
KERS,6754000,6754000,SSC,1994,REG,58300,47000,71500,93.2,6.03
KERS,6754000,6754000,SSC,1995,REG,1120000,758000,1600000,479,116
KERS,6754000,6754000,SSC,1996,REG,281000,177000,425000,287,29.1
KERS,6754000,6754000,SSC,1997,REG,692000,409000,1100000,414,71.6
KERS,6754000,6754000,SSC,1998,REG,240000,170000,329000,186,24.8
KERS,6754000,6754000,SSC,1999,REG,429000,231000,731000,235,44.4
KERS,6754000,6754000,SSC,2000,REG,63700,31500,116000,80.9,6.59
KERS,6754000,6754000,SSC,2001,REG,69900,39100,116000,102,7.24
KERS,6754000,6754000,SSC,2002,REG,22700,9740,45400,58.4,2.35
KERS,6754000,6754000,SSC,2003,REG,123000,39700,294000,203,12.7
KERS,6754000,6754000,SSC,2004,REG,38500,15700,79600,74.9,3.99
KERS,6754000,6754000,SSC,2005,REG,106000,15400,374000,125,11
KERS,6754000,6754000,SSC,2006,REG,21300,10600,38200,45.9,2.2
KERS,6754000,6754000,SSC,2010,REG_3,242000,180000,320000,186,25
